brand,ram,storage,charging,price
27,0.3743890518084066,0.1111111111111111,0.1966173361522198,0.1304347826086956
31,0.3743890518084066,0.1111111111111111,0.3657505285412262,0.0905272001680319
2,0.4995112414467253,0.1111111111111111,0.1543340380549683,0.3404746901911363
2,0.4995112414467253,0.238095238095238,0.1543340380549683,0.4013862633900441
2,0.4995112414467253,0.492063492063492,0.1543340380549683,0.5085066162570888
2,0.4995112414467253,0.238095238095238,0.1543340380549683,0.6471329552614997
2,0.4995112414467253,0.492063492063492,0.1543340380549683,0.7857592942659105
2,0.4995112414467253,1.0,0.1543340380549683,0.9033816425120772
27,0.4995112414467253,0.1111111111111111,0.3657505285412262,0.1976475530350766
27,0.4995112414467253,0.238095238095238,0.3657505285412262,0.2186515437933207
27,0.7497556207233627,0.238095238095238,0.3657505285412262,0.2396555345515648
27,0.7497556207233627,0.238095238095238,0.3657505285412262,0.6009241755933628
27,0.7497556207233627,0.492063492063492,0.3657505285412262,0.6597353497164461
27,0.7497556207233627,1.0,0.3657505285412262,0.7920604914933838
35,0.4995112414467253,0.238095238095238,0.2642706131078224,0.1241335853812224
35,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.0884268010922075
35,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1535391724427641
26,1.0,0.492063492063492,0.6617336152219873,0.9369880277252678
26,0.7497556207233627,0.238095238095238,0.6617336152219873,0.3194706994328922
26,0.7497556207233627,0.492063492063492,0.6617336152219873,0.3404746901911363
31,0.4995112414467253,0.1111111111111111,0.3657505285412262,0.1115311909262759
31,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1283343835328712
31,0.4995112414467253,0.492063492063492,0.3657505285412262,0.13253518168452
28,0.4995112414467253,0.238095238095238,0.6617336152219873,0.1493383742911153
32,0.7497556207233627,0.238095238095238,0.281183932346723,0.1493383742911153
32,0.7497556207233627,0.238095238095238,0.5433403805496828,0.1808443604284814
33,0.4995112414467253,0.1111111111111111,0.1374207188160676,0.0674228103339634
34,0.2492668621700879,0.0476190476190476,0.0697674418604651,0.0317160260449485
2,0.4995112414467253,0.1111111111111111,0.1543340380549683,0.4685990338164251
2,0.4995112414467253,0.492063492063492,0.1543340380549683,0.663936147868095
2,0.4995112414467253,0.238095238095238,0.1543340380549683,0.5379122033186305
2,0.4995112414467253,0.1111111111111111,0.1543340380549683,0.3971854652383953
2,0.4995112414467253,0.238095238095238,0.1543340380549683,0.4749002310438983
2,0.4995112414467253,0.492063492063492,0.1543340380549683,0.6009241755933628
27,0.7497556207233627,0.238095238095238,0.3657505285412262,0.4959042218021424
27,0.7497556207233627,0.492063492063492,0.3657505285412262,0.5400126023944549
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.1388363789119932
27,0.4995112414467253,0.1111111111111111,0.1966173361522198,0.1199327872295736
35,0.4995112414467253,0.238095238095238,0.3657505285412262,0.178743961352657
35,0.4995112414467253,0.238095238095238,1.0,0.1955471539592522
26,0.7497556207233627,0.492063492063492,0.6617336152219873,0.3803822726318001
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1766435622768326
31,0.4995112414467253,0.1111111111111111,0.3657505285412262,0.0800252047889098
31,0.3743890518084066,0.1111111111111111,0.3657505285412262,0.0695232094097878
31,0.4995112414467253,0.238095238095238,0.3657505285412262,0.0968283973955051
28,0.4995112414467253,0.1111111111111111,0.3572938689217759,0.1283343835328712
28,0.4995112414467253,0.238095238095238,0.3572938689217759,0.1388363789119932
32,0.2492668621700879,0.1111111111111111,0.0697674418604651,0.0506196177273682
32,0.2492668621700879,0.0476190476190476,0.0697674418604651,0.0380172232724217
27,0.7497556207233627,0.238095238095238,0.1966173361522198,0.741650913673598
27,0.7497556207233627,0.492063492063492,0.1966173361522198,0.8382692711615207
2,0.4995112414467253,0.238095238095238,0.1543340380549683,0.6219281663516069
2,0.4995112414467253,0.492063492063492,0.1543340380549683,0.7269481201428272
2,0.4995112414467253,1.0,0.1543340380549683,0.8319680739340475
27,0.2492668621700879,0.0476190476190476,0.1966173361522198,0.0527200168031926
27,0.3743890518084066,0.1111111111111111,0.1966173361522198,0.065322411258139
27,0.2492668621700879,0.1111111111111111,0.1966173361522198,0.0590212140306658
2,0.3743890518084066,0.1111111111111111,0.1543340380549683,0.4076874606175173
2,0.3743890518084066,0.238095238095238,0.1543340380549683,0.4706994328922495
2,0.3743890518084066,0.492063492063492,0.1543340380549683,0.5967233774417139
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.1388363789119932
35,0.7497556207233627,0.238095238095238,0.7463002114164905,0.4538962402856543
35,0.7497556207233627,0.492063492063492,0.7463002114164905,0.4749002310438983
35,1.0,0.492063492063492,0.7463002114164905,0.6849401386263391
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1388363789119932
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1703423650493593
26,0.4995112414467253,0.1111111111111111,0.3657505285412262,0.1073303927746271
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1115311909262759
26,0.2492668621700879,0.0476190476190476,0.3657505285412262,0.065322411258139
26,0.3743890518084066,0.1111111111111111,0.3657505285412262,0.0779248057130854
26,0.2492668621700879,0.1111111111111111,0.3657505285412262,0.075824406637261
31,0.7497556207233627,0.238095238095238,0.6617336152219873,0.1850451585801302
28,0.7497556207233627,0.238095238095238,0.6617336152219873,0.2648603234614577
32,0.2492668621700879,0.0476190476190476,0.0697674418604651,0.0443184204998949
27,0.3743890518084066,0.1111111111111111,0.1966173361522198,0.0590212140306658
2,0.3743890518084066,0.1111111111111111,0.1543340380549683,0.3278722957361898
2,0.3743890518084066,0.238095238095238,0.1543340380549683,0.3908842680109221
2,0.3743890518084066,0.492063492063492,0.1543340380549683,0.4749002310438983
2,0.3743890518084066,0.1111111111111111,0.1543340380549683,0.2753623188405797
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.2858643142197017
27,0.4995112414467253,0.1111111111111111,0.1966173361522198,0.2648603234614577
27,0.4995112414467253,0.1111111111111111,0.1966173361522198,0.0968283973955051
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.2984667086746482
35,0.7497556207233627,0.238095238095238,0.5517970401691332,0.2228523419449695
35,0.7497556207233627,0.492063492063492,0.5517970401691332,0.2228523419449695
35,0.7497556207233627,0.492063492063492,0.5517970401691332,0.2270531400966183
35,0.7497556207233627,0.238095238095238,1.0,0.2963663095988238
35,0.7497556207233627,0.492063492063492,1.0,0.2963663095988238
26,0.4995112414467253,0.1111111111111111,0.3657505285412262,0.1031295946229783
26,0.3743890518084066,0.1111111111111111,0.3657505285412262,0.0884268010922075
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1178323881537492
33,0.1867057673509286,0.0476190476190476,0.1120507399577167,0.0338164251207729
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1451375761394664
28,0.3743890518084066,0.1111111111111111,0.1120507399577167,0.0821256038647342
28,0.2492668621700879,0.1111111111111111,0.1120507399577167,0.075824406637261
28,0.4995112414467253,0.1111111111111111,0.1120507399577167,0.0884268010922075
32,0.4995112414467253,0.492063492063492,0.281183932346723,0.1115311909262759
32,0.3743890518084066,0.1111111111111111,0.281183932346723,0.0674228103339634
2,0.2492668621700879,0.1111111111111111,0.1543340380549683,0.2438563327032135
2,0.2492668621700879,0.492063492063492,0.1543340380549683,0.4538962402856543
2,0.2492668621700879,0.0476190476190476,0.1543340380549683,0.2018483511867254
2,0.2492668621700879,0.1111111111111111,0.1543340380549683,0.235454736399916
2,0.2492668621700879,0.238095238095238,0.1543340380549683,0.3068683049779458
2,0.2492668621700879,0.0476190476190476,0.1543340380549683,0.2018483511867254
2,0.2492668621700879,0.1111111111111111,0.1543340380549683,0.235454736399916
35,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.0695232094097878
35,0.4995112414467253,0.1111111111111111,0.2642706131078224,0.065322411258139
35,0.1867057673509286,0.0476190476190476,0.0697674418604651,0.0296156269691241
27,0.7497556207233627,0.238095238095238,0.1966173361522198,0.3971854652383953
27,0.7497556207233627,0.492063492063492,0.1966173361522198,0.4601974375131275
35,0.3743890518084066,0.1111111111111111,0.1374207188160676,0.0632220121823146
35,0.2492668621700879,0.1111111111111111,0.1374207188160676,0.0485192186515437
26,1.0,0.492063492063492,0.6617336152219873,0.4538962402856543
26,1.0,0.492063492063492,0.6617336152219873,0.5379122033186305
31,0.4995112414467253,0.238095238095238,0.5517970401691332,0.1262339844570468
31,0.4995112414467253,0.492063492063492,0.5517970401691332,0.1346355807603444
28,0.2492668621700879,0.0476190476190476,0.1120507399577167,0.054820415879017
31,0.2492668621700879,0.0476190476190476,0.0697674418604651,0.054820415879017
31,0.1867057673509286,0.0476190476190476,0.0697674418604651,0.0464188195757193
28,0.7497556207233627,0.238095238095238,0.3572938689217759,0.1808443604284814
31,0.1867057673509286,0.0476190476190476,0.0697674418604651,0.0443184204998949
31,0.2492668621700879,0.1111111111111111,0.0697674418604651,0.0485192186515437
28,0.7497556207233627,0.492063492063492,0.6617336152219873,0.2606595253098089
31,0.3743890518084066,0.1111111111111111,0.0697674418604651,0.0716236084856122
31,0.2492668621700879,0.0476190476190476,0.0697674418604651,0.0527200168031926
31,0.2492668621700879,0.1111111111111111,0.0697674418604651,0.0632220121823146
31,0.2492668621700879,0.1111111111111111,0.1120507399577167,0.065322411258139
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.2018483511867254
26,0.7497556207233627,0.238095238095238,0.3657505285412262,0.2165511447174963
26,0.7497556207233627,0.492063492063492,0.3657505285412262,0.2333543373240915
36,0.0019550342130987,0.1793313069908814,0.0084566596194503,0.0063011972274732
37,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0035706784289014
35,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.075824406637261
39,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0008401596303297
40,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0006301197227473
36,0.002932551319648,0.1793313069908814,0.0063424947145877,0.0128124343625288
36,0.4293057431875844,0.1793313069908814,0.0063424947145877,0.0056710775047258
40,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0025204788909892
41,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0
40,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0046208779668136
2,0.4995112414467253,0.1111111111111111,0.1543340380549683,0.5274102079395085
2,0.4995112414467253,0.238095238095238,0.1543340380549683,0.5946229783658895
2,0.4995112414467253,0.492063492063492,0.1543340380549683,0.7206469229153539
2,0.4995112414467253,1.0,0.1543340380549683,0.8487712665406427
36,0.0019550342130987,0.1793313069908814,0.0274841437632135,0.0077714765805503
28,0.4995112414467253,0.1111111111111111,0.3572938689217759,0.0989287964713295
28,0.4995112414467253,0.238095238095238,0.3572938689217759,0.1115311909262759
26,0.7497556207233627,0.238095238095238,0.6617336152219873,0.1913463558076034
26,0.7497556207233627,0.492063492063492,0.6617336152219873,0.2543583280823356
26,0.7497556207233627,0.238095238095238,0.6617336152219873,0.1913463558076034
39,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0079815164881327
27,0.4995112414467253,0.1111111111111111,0.3657505285412262,0.1598403696702373
27,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1808443604284814
27,0.7497556207233627,0.238095238095238,0.3657505285412262,0.2018483511867254
28,0.2492668621700879,0.1111111111111111,0.1120507399577167,0.0611216131064902
28,0.2492668621700879,0.0476190476190476,0.1120507399577167,0.0485192186515437
39,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0067212770426381
27,0.3743890518084066,0.1111111111111111,0.1966173361522198,0.1304347826086956
27,0.7497556207233627,0.238095238095238,0.3657505285412262,0.4706994328922495
27,0.7497556207233627,0.492063492063492,0.3657505285412262,0.5337114051669818
32,0.4995112414467253,0.238095238095238,0.281183932346723,0.0968283973955051
26,0.7497556207233627,0.492063492063492,0.6617336152219873,0.2858643142197017
36,0.002932551319648,0.1793313069908814,0.0063424947145877,0.0254148288174753
39,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0035706784289014
35,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1451375761394664
27,0.7497556207233627,0.238095238095238,0.1966173361522198,0.1955471539592522
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.1745431632010081
33,0.3743890518084066,0.1111111111111111,0.1374207188160676,0.054820415879017
27,0.7497556207233627,0.238095238095238,0.1966173361522198,0.3803822726318001
27,0.7497556207233627,0.492063492063492,0.1966173361522198,0.5148078134845621
39,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0050409577819785
27,0.4995112414467253,0.1111111111111111,0.1966173361522198,0.1052299936988027
27,0.2492668621700879,0.1111111111111111,0.1966173361522198,0.0884268010922075
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.1157319890779248
40,0.0019550342130987,0.1793313069908814,0.0063424947145877,0.0067212770426381
28,0.4995112414467253,0.238095238095238,0.6617336152219873,0.1283343835328712
28,0.4995112414467253,0.1111111111111111,0.6617336152219873,0.1199327872295736
28,0.2492668621700879,0.1111111111111111,0.1120507399577167,0.0716236084856122
28,0.4995112414467253,0.1111111111111111,0.1120507399577167,0.0821256038647342
26,0.7497556207233627,0.238095238095238,0.3572938689217759,0.3383742911153119
26,0.7497556207233627,0.238095238095238,0.3657505285412262,0.1850451585801302
26,0.4995112414467253,0.238095238095238,0.3657505285412262,0.1493383742911153
38,0.0,0.1793313069908814,0.0,0.0037807183364839
26,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.0737240075614366
38,0.4293057431875844,0.1793313069908814,0.0,0.0010501995379122
32,0.7497556207233627,0.238095238095238,0.8308668076109937,0.2438563327032135
32,0.7497556207233627,0.492063492063492,0.8308668076109937,0.2480571308548624
2,0.4995112414467253,1.0,0.1543340380549683,0.7899600924175594
26,1.0,0.492063492063492,0.5517970401691332,0.663936147868095
26,0.4995112414467253,0.1111111111111111,0.2642706131078224,0.0926275992438563
32,0.7497556207233627,0.492063492063492,0.5433403805496828,0.7899600924175594
35,0.1867057673509286,0.0476190476190476,0.7463002114164905,0.0443184204998949
35,0.2492668621700879,0.1793313069908814,0.7463002114164905,0.054820415879017
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.1808443604284814
27,1.0,0.492063492063492,0.3657505285412262,0.7479521109010712
27,0.7497556207233627,0.238095238095238,0.1966173361522198,0.6219281663516069
27,1.0,0.492063492063492,0.3657505285412262,0.9369880277252678
35,1.0,0.492063492063492,0.4080338266384778,0.663936147868095
35,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.0968283973955051
26,1.0,1.0,0.8308668076109937,1.0
31,0.7497556207233627,0.238095238095238,0.5348837209302326,0.2858643142197017
18,0.7497556207233627,0.492063492063492,0.6617336152219873,0.2438563327032135
18,1.0,1.0,0.8308668076109937,0.8319680739340475
1,1.0,0.492063492063492,0.5348837209302326,0.6849401386263391
1,0.4995112414467253,0.238095238095238,0.2389006342494714,0.3908842680109221
35,1.0,0.492063492063492,0.4080338266384778,0.663936147868095
35,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.0968283973955051
26,1.0,1.0,0.8308668076109937,1.0
31,0.7497556207233627,0.238095238095238,0.5348837209302326,0.2858643142197017
18,0.4995112414467253,0.238095238095238,0.2389006342494714,0.2018483511867254
18,0.7497556207233627,0.238095238095238,0.3572938689217759,0.369880277252678
18,0.4995112414467253,0.1111111111111111,0.1374207188160676,0.2228523419449695
31,0.4995112414467253,0.1111111111111111,0.2642706131078224,0.2018483511867254
31,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.1703423650493593
26,0.4995112414467253,0.238095238095238,0.2642706131078224,0.2858643142197017
26,0.4995112414467253,0.1111111111111111,0.2389006342494714,0.2648603234614577
26,0.4995112414467253,0.1111111111111111,0.2389006342494714,0.2438563327032135
26,0.3743890518084066,0.1111111111111111,0.2642706131078224,0.2018483511867254
26,0.4995112414467253,0.1111111111111111,0.2389006342494714,0.2438563327032135
11,1.0,0.492063492063492,0.6617336152219873,0.8319680739340475
11,0.7497556207233627,0.238095238095238,0.5602536997885836,0.6009241755933628
11,0.4995112414467253,0.1111111111111111,0.2642706131078224,0.3278722957361898
11,0.4995112414467253,0.238095238095238,0.2389006342494714,0.6009241755933628
1,0.4995112414467253,0.238095238095238,0.2389006342494714,0.369880277252678
1,0.4995112414467253,0.1111111111111111,0.2389006342494714,0.2858643142197017
1,1.0,0.492063492063492,0.5348837209302326,0.7689561016593153
1,1.0,1.0,0.5348837209302326,0.8739760554505356
27,0.4995112414467253,0.1111111111111111,0.1120507399577167,0.1283343835328712
27,0.3743890518084066,0.1111111111111111,0.1120507399577167,0.1388363789119932
3,0.7497556207233627,0.238095238095238,0.5433403805496828,0.7269481201428272
3,0.4995112414467253,0.238095238095238,0.5433403805496828,0.6219281663516069
3,0.4995112414467253,0.1111111111111111,0.3234672304439746,0.4118882587691662
0,0.7497556207233627,0.238095238095238,0.5433403805496828,0.6009241755933628
0,0.4995112414467253,0.1111111111111111,0.5433403805496828,0.348876286494434
6,0.7497556207233627,0.238095238095238,0.8308668076109937,0.5169082125603864
6,0.7497556207233627,0.238095238095238,0.5348837209302326,0.4749002310438983
6,0.4995112414467253,0.1111111111111111,0.5348837209302326,0.3278722957361898
6,0.4995112414467253,0.1111111111111111,0.2642706131078224,0.3278722957361898
6,0.4995112414467253,0.1111111111111111,0.5348837209302326,0.2858643142197017
2,0.2492668621700879,0.0476190476190476,0.1543340380549683,0.2648603234614577
2,0.3743890518084066,0.1111111111111111,0.1543340380549683,0.3593782818735559
2,0.2492668621700879,0.0476190476190476,0.1374207188160676,0.2228523419449695
2,0.2492668621700879,0.0476190476190476,0.1374207188160676,0.2753623188405797
2,0.2492668621700879,0.0476190476190476,0.1374207188160676,0.3068683049779458
2,0.1867057673509286,0.0476190476190476,0.1374207188160676,0.2333543373240915
27,0.3743890518084066,0.1111111111111111,0.1120507399577167,0.2018483511867254
27,0.4995112414467253,0.1111111111111111,0.1120507399577167,0.2543583280823356
27,0.4995112414467253,0.1111111111111111,0.1120507399577167,0.2963663095988238
27,0.4995112414467253,0.238095238095238,0.1966173361522198,0.3068683049779458
27,0.3743890518084066,0.1111111111111111,0.1374207188160676,0.2228523419449695
27,0.3743890518084066,0.0476190476190476,0.1120507399577167,0.1808443604284814
27,0.4995112414467253,0.1111111111111111,0.1966173361522198,0.1913463558076034
27,0.3743890518084066,0.1111111111111111,0.1966173361522198,0.1598403696702373
27,0.2492668621700879,0.0476190476190476,0.1120507399577167,0.1283343835328712
35,0.3743890518084066,0.0476190476190476,0.1374207188160676,0.1241335853812224
35,0.3743890518084066,0.1111111111111111,0.2135306553911205,0.1703423650493593
35,0.3743890518084066,0.0476190476190476,0.1374207188160676,0.1283343835328712
35,0.3743890518084066,0.1111111111111111,0.2389006342494714,0.1388363789119932
35,0.3743890518084066,0.1111111111111111,0.1374207188160676,0.1241335853812224
35,0.1867057673509286,0.0476190476190476,0.1374207188160676,0.0968283973955051
35,0.3743890518084066,0.0476190476190476,0.1374207188160676,0.1493383742911153
35,0.2492668621700879,0.0476190476190476,0.1374207188160676,0.1073303927746271
6,0.3743890518084066,0.1111111111111111,0.2389006342494714,0.2963663095988238
6,0.3743890518084066,0.1111111111111111,0.1543340380549683,0.2123503465658475
6,0.4995112414467253,0.1111111111111111,0.2389006342494714,0.2543583280823356
6,0.3743890518084066,0.0476190476190476,0.1543340380549683,0.1808443604284814
3,0.3743890518084066,0.1111111111111111,0.1754756871035941,0.2543583280823356
3,0.4995112414467253,0.1111111111111111,0.3234672304439746,0.3068683049779458
